;text_id;text;text_to_span;эймериоз;абсцесс;диспепсия молодняка;остертагиоз;мастит;инфекционный ринотрахеит;отёк вымени;тенденит;сибирская язва;лишай;другое
163;164;Телёнок не встаёт на переднюю ногу Телёнка 4 месяца, вечером весело бегал, утром плохо вставал, а вечером совсем не вставал. Передняя нога поджала под себя и задняя отталкивалась, так передвигалась по сараю. Есть и пьёт нормально, пытается вставать, но передняя нога не разгибается, стоит на коленях. Вид бодрый. Что сделать, скажите, если у кого-то такое заболевание. У нас в деревне у многих, которые покупали в колхозе телят, проблема.;Не встает на передние ноги;0;0;0;0;0;0;0;1;0;0;1
164;165;По какой причине корова солёное молокоКорова два отошла здоровой по всему внешнему признаку, с помощью стала молоко давать. Мы в том году её не водили к быку, но стояла с быком на сегодняшний день, ему год. Ветеринар сказал, что она не стельная, корм хороший, вес 530 кг, у коровы плохое молоко.;Солёное молоко;0;0;0;0;1;0;0;0;0;0;0
165;166;Добрый день, форумчане, помогите советом, может кто-то сталкивался с этим... Купили корову два дня назад, когда ее сняли с машины, она опустилась и упала около 50 см, лежала долго (около часа), как-то растолкала, поднялась и шла во двор, прихрамывая и сдерживая заднюю ногу, но не получается! Поднимать заднюю не может, сегодня ветеринар повторил процедуру.... Помогите, может кому-то с этим сталкивался! Может стоит поднять ее на ногах, и легла ей легче, но не может! Заднюю ногу поднять не может.;не встаёт;0;0;0;0;0;0;0;1;0;0;1
166;167;Малыш не может пойти в туалет, что делать? Здравствуйте, Малыш родился сам, пришел и поднял его к матери, она не стала лизать его первый корм был нормальный он пил после этого на второй раз теленок не пил, жаловался на живот, не ходил в туалет уже ставили клизмы, масло пили и лекарства против запора не помогают уже третий день Малыша мучает нос красный, думала температура, колола укол, вроде помогает, но потом опять красный, при клизме выходит какая-то слизистая и кровь, скажите что делать.;Не пьёт, жалуется на живот, не ходит в туалет;0;0;0;0;0;1;0;0;0;0;1
167;168;Подскажите пожалуйста совет!! Теленка 3 недели взяла на ферме две недели назад, неделю назад шерсть стала выпадать местами клочками шеи, лоба, ног на заднем проходе, теперь еще и начала выпадать эти лысины, кормим ЗЦМ в день 6 литров, комбайн начал давать овощи по немножко, микс Гаврюша и мел. Позвонили на ферму, зоотехник сказал контакт с водой(попал под дождь), а что делать!!;Выпадать шерсть местами клочками шея;0;0;0;0;0;0;0;0;0;1;1
168;169;Добрый день, у телят язвы между копытами и опух над копытом за два дня наблюдается у 6 телят. Что может быть такое?;Появились язвы, состав над копытом опух;0;0;0;0;0;0;0;0;1;1;1
169;170;Что делать, если корова загорелась без видимых причин Добрый день, у меня загорелась корова на левой заднице. Посмотрела копыт, камней нет, припухлости не было. Что же делать?;Захромала;0;1;0;0;0;0;0;0;0;0;1
170;171;Добрый день, ребенок родился и на копытах не стоит. Они спереди подвёрнуты внутрь, стоит на суставах.Что делать, скажите. Телёнок 7 дней.;Не стоит;0;0;0;0;0;0;0;1;0;0;1
171;172;Быку 10 месяцев, слабый аппетит, угнетение, прозрачная сыпь в носу, температура 39,1 градуса, понос, как лечить?;Аппетит слабый, угнетён, прозрачная слизь, понос;0;0;0;0;0;1;0;0;0;0;1
172;173;"Добрый вечер! Телка на шею на затылке внизу ближе к плечам огрубевшая кожа, как будто складки не расходятся и шелушятся корочки, ветеринар сказал, что нужно мазать ""ЯМ"", кто-то сталкивался с таким болячком что может и кто пользовался этой мазью? ветеринар не смотрел телку сразу сказал за мазь.";Огрубевшая кожа, шелушится;0;0;0;0;0;0;0;0;0;1;1
173;174;Добрый день, я очень жду вашего совета и помощи. Купил телят, начал поить зцм, начал понос. Кололи 4 дня, тилозин 200, потом 750, потом 1250, и вот на 4-5 дня приёма лечения, когда мы еще не собирались бросить лечение, чтобы сытно было добавить в смесь кусочек хлеба. Начался еще худший понос, Телята пукаются. Кал желтый, жидкий. И страшно, как дети, пусть даже коровы, но их очень жалко. Даже не вопрос о потере вложений, а жалко как ребенок, пусть и коров, но они же дети! Вопрос: что сейчас кормить? Чем кормить теперь, чтобы покормить и что покупать из лекарств? Помогите. Он первый опыт, до этого у нас не было коров и телят.;понос, кал желтый жидковатый, подшатываются;1;0;1;1;0;0;0;0;0;0;0
174;175;Чем лечение коровы, если они сильно хромают? Коровы очень хромают, удар был в заднюю ногу, какой-то дурачок ударил, чем лечить? Спасибо, милые ветеринары!;Сильно хромает, очень хромает;0;1;0;0;0;0;0;0;0;0;1
175;176;У телёнка желтый стул, серая рвота и потом смерть, что за болезнь, как лечить? Скажите, пожалуйста, а помогите, если можете! Мы уже консультировали и лечили многих ветеринаров! От коровы родились два телёнка, одна послабее, вторая покрепче, через 3 недели, тот послабее стал отказываться от еды, через 4 дня (телом было месяц) слегка, перестала вставать, стул желтый, густой массы, после кормления появились те же симптомы, что и у второго, третьего дня плохо ест, а вчера вечером появилось: желтой стул и серую рвоту. Телёнок погиб!;Жёлтый стул, серые рвотные массы;1;0;1;1;0;0;0;0;0;0;1
176;177;Мне нужно помочь в вопросе, сегодня утром на щеке бычка появилась шишка размером с куриным яйцом, твердая на ощупь, аппетит какой-то нормальный, корма не меняла, воды всегда чистые даю без всякого труда. Сено тоже нормальный, не твердый, не промокал. Что делать, пожалуйста?;Шишка;0;1;0;0;0;0;0;0;0;0;0
177;178;У коровы отёк около пупка. Через месяц после отеля корова начала какую-то непонятную опухоль в области пупка за 5 день выросла и сравнялась с выменем советовался с ветеринаром они не знают, что это такое советуют гентамицин 5 день по 20 мл проводил 3 вроде немного спать может кто-нибудь посоветует.;Отёк около пупка, опухоль в районе пупка;0;1;0;0;0;0;0;0;0;0;0
178;179;Корова не может вставать на ноги, но и есть и пить, жвачку есть, отруби даю(очень хорошо едят), молоко нормальное, 2 месяца до еды, что делать, а какие причины?;Не может встать на ноги;0;0;0;0;0;0;0;1;0;0;1
179;180;Добрый день, дорогие коллеги, помогите советом! Купили телята (3 месяца), столкнулись с диареей, чем лечить? Говорят владельцы - содержание хорошее, получили материнское молоко, просмотрели много препаратов, наткнулись на пробиотик Спороват, отзывы впечатляют и нет нареканий по инструкции, может кто применил?;Проблемой диареи;1;0;1;1;0;0;0;0;0;0;0
180;181;Как проводить профилактику нарушений пищеварения у животных с 5 до 10 дней жизни?;Расстройства пищеварения;0;0;1;0;0;0;0;0;0;0;0
181;182;Здравствуйте, скажите пожалуйста, что может быть корова 9 лет стянута месяца 7 где-то, три дня как невесёлая, мало ест и сегодня заметил, что жвачку ест. Может быть, что причина? Дробленка ест, а сено ест неохотно.;Мало есть, выплевывает жвачку;0;0;0;0;0;0;0;0;1;0;1
182;183;Как лечить пятна на носу у тела как лечить? У тела три месяца на носу появились пятна, похожие на пятна, что это может и как их лечить? Теленок на заменитель.;Язвочки на носу;0;0;0;0;0;0;0;0;1;1;1
183;184;Новообразование у неё. Добрый день, пожалуйста, помогите разобраться с ростом живота у неё, появилось 1,5 года назад, растет, не как беспокоит.;Новообразование, наростом на животе;0;1;0;0;0;0;0;0;0;0;0
184;185;Первотелка отелялась, а молока из одного соска не было.Пробовали вставить катетер, двигаться на 1 см и всё.Дальше двигаться боимся. Теленок сосет, но быстро бросает, потому что молока в ней нет.;Соска нет молока;0;0;0;0;1;0;1;0;0;0;0
185;186;Ножки выпрямились, теленок родился, активно ест, весело, но не может встать на ноги, хотя и попытки были, пробовал ставить сам, но как бы не понял, как стоит стоять. Ставить ноги правильно, потом суставы гибнут в другую сторону, как это исправить?;На ноги встать не может;0;0;0;0;0;0;0;1;0;0;1
186;187;У ребенка (8 месяцев) мочой пахнет лекарство (но не давал ничего), а на шеи струп, шерсть не выпала, чешется. Скажите что это?;Моча пахнет лекарством, коже шеи струпья, шерсть не выпадает;0;0;0;0;0;0;0;0;1;1;1
187;188;Добрый день, уважаемые форумчане хочу купить корову, но сталкивался с таким вопросом, коровочка на венах болит, хозяин говорит что они периодически возникают, а затем исчезают, возможно кто-то сталкивался такой проблемой, что это за болезнь, как её лечить?;На вымени болячки;0;0;0;0;0;0;0;0;1;1;1
188;189;Добрый день, моя первотелка должна через неделю отелиться, решила проверить ее на молозив, кровь идет из сосков или что-то подобное, должен ли это быть или это порода (герефорд полукровка)? Это впервые в моей практике двадцать лет. Заранее благодарю за ответ.;Из сосков идет кровь;0;0;0;0;1;0;0;0;0;0;0
189;190;Что делать, пожалуйста, сегодня брали кровь коровы на анализы, для этого в поисках вены искали пол шеи, в этом месте появилось большое шише, вероятно, внутреннее кровоизлияние, корова орет и не подпускает к себе.;Большая шишка, внутренние кровоизлияние, орет;0;1;0;0;0;0;0;0;0;0;1
190;191;У корова большой отёк на шею, ветврача сказали, что корова была наколота и нарывом. Прописали мазь, но ничего не было. Может кто-то похож?;Отёк на шее;0;0;0;1;0;0;0;0;0;0;1
191;192;Кто подскажет что это за ерунда. Телка сильная (вот-вот тела), молозив в венах нет, есть какая-то коричневая вода. Как это может быть, и как ее лечить? Спасибо заранее.;Молозива в вымени нет, коричневая жидкость;0;0;0;0;1;0;0;0;0;0;0
192;193;После отела корова заболела Через пять дней после отела заболела корова. Упала аппетитная и жвачная сыпь, появилась опухоль под брюшной стороной (подбородок вывисает мешком), голова закидает набок. Также проблемы с стулом, реагирует. Эти симптомы были и прошлым годом после отела. Вызвали ветеринара, с диагнозом не может определиться. Говорит, что это инородное тело. 2 дня ставят фосфор и кальций, тоже водка с растительным маслом напоила корову.;болеет, пропал аппетит и жвачка;0;0;0;0;0;1;0;0;0;0;1
193;194;Упала на ноги упитанная бычка 11 месяцев, вечером все было в порядке, что сделать, температура 38.8;Упал на ноги;0;0;0;0;0;0;0;1;0;0;1
194;195;Что делать если корова опухла, а молока нет? Помогите! У меня корова 1.08 вечером опухла задняя левая доля, молока было, утром 2 - тоже, но молока не было, вечером - и передняя левая, молока всё равно нигде, корова неела, не пила Вечером 3 - левая доля посинела, пила по полу ведра, 4 - стала кушать, отдохнуть, пить, но улучшения нет. Ветбилин колю 3 дня подряд. Что может быть, может гадюка укусила, и всё это пройдёт? А еще та доля, которая первая опухла и кровь внизу холодна... Помогите, я не хочу терять корову...;Опухло вымя, нет молока, опухла задняя левая доля, молока ни в одной доле, кровь;0;0;0;0;1;0;0;0;0;0;0
195;196;Послеродовые отеки у коровы, как избавиться от отёка? Здравствуйте! Корова вчера утром отела сильно, отёка, наверное послеродовые, вчера за весь день пила 8,5 л молока всего, или нормально? Корова 3 отела. В норме молока всегда давала в среднем 12 л. Вчера доела 3 раза, сегодня наверное 4 буду, вот сегодня утром давала практически 5 л. Мне интересно, как снять отёк? И надо ли? Вмя массирую, оно не беспокоит, я думаю, и сколько в среднем должно давать кровь этого первого молочного дня? Спасибо.;Вымя сильно налилось, отёк;0;0;0;0;0;0;1;0;0;0;0
196;197;Что делать если у бычков проплешины, что делать? Скажите пожалуйста, у двух четырехмесячных бычков были проплешины. Я смогла снять у одного, у первого на ноге, у второго тоже на плече и на попе, витамины проставлены. Можно ли так шерсть обветрить? Или что вообще? Шерсть как клочок выдрана и видно розовую кожу. Болячки нет. Чистая просто проплешина. Появилась у одного недели две назад, сегодня увидела.;Проплешины;0;0;0;0;0;0;0;0;0;1;1
197;198;У нас сегодня случилась беда у нас молоко у коровушки молоко с кровью в заднем правом соске и упругим вымя а молочная железа опухшая опухшая походу артерия или в задние вены прошупываются что делать, у нас с паводком не дозвониться до ветренаров;Кровью из заднего правого соска,опухла;0;0;0;0;1;0;1;0;0;0;0
198;199;У меня первый год коровы, опыта нет. Купили осенью, первый теленок с ее первым телом, запустили в декабре (в последний раз попробовали 31 февраля, около 2 л), в начале февраля начался отек, ветеринары сказали убрать все корма кроме сена, сокращать воду, только отек стал спадать, коровы отелились (10 февраля), снова отекли, отек стал расти, а потом отек снова пошел. Вчера замечала, что молозиво рассыпалось на три фракции, с каждым разом после подачи (с 2 часа вчера) и мазь стала меньше, потому что отек пошел на спад. Сейчас коровы на сене и на воде (вода ограничена по 5 л после каждой дойки), боюсь вводить что-то ещё из-за отеков.;Отек вымени, отек;0;0;0;0;1;0;1;0;0;0;0
199;200;Что делать если у коровы есть шишки на теле;Шишки на теле;0;1;0;0;0;0;0;0;0;0;0
200;201;Что давать корову от поноса?;поноса;1;0;1;1;0;0;0;0;0;0;0
201;202;Телёнка 6 месяцев, повышение температуры достигает 40 градусов, учащенное дыхание, нос теплый и влажный, что нужно делать для телёнки?;Повышение температуры, учащённое дыхание;0;0;0;0;0;1;0;0;0;0;1
202;203;Всем добрый день, прошу совета знающим людям. Ситуация такая: взяли месячных телят с фермы, слабые конечно, с поносами, но боремся с этим потихоньку. Одна маленькая теленка три дня назад начала слабеть, стул стал жиже, а не вода, ЗСМ пьет очень охотно, сена жует, жвачка. Но лежит все время, вообще не активная, ел еле вставать, иногда вообще стоять не может, сильно похудела, нос и рот очень холодные.;Слабенькие, поносом;1;0;1;1;0;0;0;0;0;0;0
203;204;В одном соске у коровы возникло уплотнение, потом она перестала дышать, пыталась дышать всю зиму, а вы ходили одну каплю и не всегда, теперь коровы отелились. А эта доля очень оттекла и краснела, покраска перешла на другую и тоже стала жёсткой и горячей. Как снять отек?;Уплотнение, перестала доиться, сильно отекла и покраснела;0;0;0;0;1;0;0;0;0;0;0
204;205;Что делать если телёнок всё хуже встаёт? Друзья, пожалуйста, теленка 1,5 месяца, вялый, встаёт плохо, все хуже, витамины кололи, селен беломышечный тоже.;Встаёт всё хуже и хуже, вялый, плохо встаёт;0;0;0;0;0;0;0;1;0;0;1
205;206;Телёнка 1 месяц, шотландская высокая порода, очень вспотела и поношена, что делать? Мама умерла.;Очень вспотел и поносит;1;0;1;1;0;0;0;0;0;0;0
206;207;Здравствуйте, помогите! Бычок самостоятельно не может встать на ноги уже 2 дня. Попытки подняться сохраняются, но не может. Поднимается, стоит уверенно, ходит. Пьет активно, ест комбикорм, сено, траву. Этот состояний предшествовал длительный понос, поставили дизпаркол.;Не может самостоятельно встать на ноги;1;0;1;1;0;0;0;0;0;0;0
207;208;Мой теленок постоянно рвущийся наотрез кушать отказался от еды сегодня во дворе на 15 минут оставил без внимания. Во время прогулок он часто схватывал с земли гравий, два - это дал небольшой кусочек свежей травы, а сено пришлось поменять на люцерновый, до этого было другое сорто. Кто что может подсказать, буду благодарен.;Отказался от еды;0;0;0;0;0;1;0;0;0;0;1
208;209;У коровы появились пролысины на шею. Подскажите, что может быть. Корова (12 февраля отелилась) появилась какая-то пролысина на шею с двух сторон.;Пролысины на шее;0;0;0;0;0;0;0;0;0;1;1
209;210;Вчера у нашей первой тёлки родилась тёлка, отела сложная, ветврача вызывали, сказали нужно вырвать тёлку (тёлка не может родить) и мы помогли, тёлка ушла, но молока нет, и даем тёлке молоко от других кошек, но сегодня заметил у него зеленый как резина понос, может из-за чужого молока?;понос, отел был сложный, молока не хватает;0;0;1;0;0;0;0;0;0;0;0
210;211;Здравствуйте! Теленок уже 3 дня не встаёт на ноги, когда поить поднимается и стоит, молоко выпить и падать, а сегодня даже не стоит, Теленок месяц, поел ЗЦМ, кал как каша, бело-желтый, как будто не переваривается и похудел, колол тилозин 2 мл-2 дня, а затем сыворотку колол для того, чтобы улучшить пищеварение (название не помню, пузырь выкинул), что делать?;Не встает на ноги, не стоит, кал на вид как каша;1;0;1;1;0;0;0;0;0;0;0
211;212;Как избавиться от бородавок на вымени коровы. Коровы на соске имеют большие бородавки. Сначала они вырастают, потом они лопаются, кровоточат, отпадают, а затем они снова растут.;Бородавки на вымени, на соске большая бородавка;0;0;0;0;0;0;0;0;1;1;1
212;213;Добрый вечер, корова визуально здорова, и не ест плохо, и пить воду почти не пьёт, ест лишь сочную с аппетитом, Уда снизилась за несколько дней прилично, помет нормальный, но мало, потому что мало ест. Ничего не выделяет. Подскажите кто что может.;Ест плохо, воды почти не пьёт, удой снизился;0;0;0;0;0;0;0;0;1;0;1
213;214;Твоя тёлка уже недели две кашляет и вытягивает шею, как-то похудела, посоветовали проколоть метронидозол. Проколола. Похоже, аппетит лучше, так что делать, скажите. У меня тёлка 1,5 года.;В кале кровь со слизью, кашляет, похудела;1;0;1;1;0;0;0;0;0;0;0
214;215;По срокам отеля переходила 8 дней. Сильный отёк вен, капли крови выдавливаются со всех четырех долей, в рационе сено, свекла, дрожжевое зерно.С прошлого дня в рационе только сено, вода полностью нормы.Как еще предотвратить такую отёчность, ведь через месяц отел еще 2 нетелей?;Сильный отёк вымени, капли крови;0;0;0;0;0;0;1;0;0;0;0
215;216;Добрый день, товарищи фуромчане, снова прошу помощи, два дня назад заметили внизу живота непонятные опухоли, ветеринар не сказал ничего внятного(потрогал,пощупал,сказал нужно посмотреть). Мы переживаем и переживаем, если на нее надавить сильнее, корова брычит даже переднюю ногу, температуры нет,поведение нормальное,не грустно.Что-то такое было в раздойке, но после доек все исчезло. На последней фотографии правая сторона,а шишка слева.;опухоль;0;1;0;0;0;0;0;0;0;0;0
216;217;Что делать если вымя у коровы опухло?;Опухло у коровы вымя;0;0;0;0;0;0;1;0;0;0;0
217;218;Чем лечить ребенка, если он заболел кашлем, выделением из носа и не встает? Месячный ребенок заболел, стал кашлять, выделяются из носа, а теперь совсем не встает. У нас ветврача нигде нет. Помочь ему можно?;Выделения из носа, не встаёт;0;0;0;0;0;1;0;0;0;0;1
218;219;Чем можно лечить гной на ноге у тела? У тела опух суставы около копыта, гной появился через неделю, на ноге не встает что делать?;Гнойные язвы на ноге, опух сустав, не встаёт;0;0;0;0;0;0;0;0;1;1;1
219;220;У коровы горчит молоко, помогите советом. Корова телится в мае, искусственное осеменение, с января месяца молоко стало горчить, сначала появился посторонний, не навозный привкус, а теперь уже сильно горчит, пока парня ещё можно пить, а постоять и горчит, чем дольше стоит и тем больше горчит, что может быть, ничего врач подсказать не может, хотя врач опытный, и мы доверяем ему.;Горчит молоко, горчит сильно;0;0;0;0;1;0;0;0;0;0;0
220;221;"""Моему телу 6 месяцев, стул очень жидкий примерно месяц, давала """"Лоперамид"""" и """"Левомецитин"""" ничего не помогают! Скажите, что это может и чем лечить?""";Жидкий стул, стул у телёнка одна вода зеленая;1;0;1;1;0;0;0;0;0;0;0
221;222;У коровы 2 месяца после отъезда перевели на двукратный доек, в заднем месте под концом доения начали катиться мелкие шарики, вместе с молоком кровь появилась, остальные дольки нормальные, вымычка после доения мягкая, уплотнения и шишек нет как тряпочки, что это такое?;В соске мелкие шарики, вместе с молоком появилась кровь;0;0;0;0;1;0;0;0;0;0;0
222;223;Скажите, кто знает как лечить корову в венах уплотнение размером с кулак? Я уже 3 месяца не могу лечить, антибиотики вводила, мазала согревающими мазями – улучшений нет. Молок в этой доске поллитра, жаль, если не лечу, хорошая кора.;В вымени уплотнение;0;1;0;0;0;0;0;0;0;0;0
223;224;Тёлка месяца отказывается есть и носит, что же делать?;Отказывается есть и поносит;1;0;1;1;0;0;0;0;0;0;0
224;225;Ветеринар не знает, что такое болезнь – шишка под челюстью с куриным яйцом, в прошлом году у другого такая же, зимой прорвали, теперь подсохли, но все равно есть, ветеринар не понимает, что это. анализы нормальные, прививки все, что делать?;Под челюстью шишка, под нижней челюстью шишка;0;1;0;0;0;0;0;0;0;0;0
225;226;Привет, корова 4 дня назад нашла под животом огромный шишку, стал искать веточку, но увы уволился и нет нового вета, так вот я заметил под животом 2 надреза, один прям где шишке и другой чуть ниже на см 15, ребята подскажите, что делать, эту шишку дальше сегодня утром пошла, подумал что у нее собрался гной, и в шишке вышла алая кровь такая же как и слюна, как лечить?;Шишку под животом, ;0;1;0;0;0;0;0;0;0;0;0
226;227;Помогите, пожалуйста, у меня теленок 2 недели, пару дней носил, не ел ничего, но сегодня упала на ноги, что делать? Спасибо!;поносил, не ел, упал на ноги;1;0;1;1;0;0;0;0;0;0;0
227;228;В конце лета на животе появилась шишка, была меньше, стала такой. Пока не растет, еще одна, но маленькая. На ощупь мягкая. Телка 1.5 года сильная(после второго раза не приходила в охоту). Ей сама эти шишки не доставляют беспокойства, мы больше беспокоимся. Перед выпасом все коровы и телки постоянно обрабатывались Оксарепом. Хватает не долго, но лучше ничего. Наши ветеринары не могут сказать что это такое. Помогите определить, что это за шишка и как от нее избавиться.;Шишка на животе, на ощупь твердая;0;1;0;0;0;0;0;0;0;0;0
228;229;Здравствуйте, такая проблема: новорожденная теленка (3-4 дня) не может выпрямиться и вставать на передние ноги, скажите пожалуйста, почему это может быть? Может быть как-то исправить?;Не может выпрямить и встать на передние ноги;0;0;0;0;0;0;0;1;0;0;1
229;230;Что делать если корова ест плохо и молоко в два раза убрала Дней десять назад, купила корову, 5 отелей, все было в порядке, кушала с аппетитом и сейчас второй день плохо ест, молоко убрала в два раза. Нос сухой, холодный.;Плохо ест, убавила молоко, ест плохо;0;0;0;0;0;0;0;0;1;0;1
230;231;У быка шея сильно отекает и отёк идет на грудь, справная быка, но аппетит слаб. Что же делать?;Отекла шея, отёк идет на грудь, аппетит слабый;0;0;0;0;0;0;0;0;1;0;1
231;232;Перед отелом корова сорвала кожа на передней левой доске, около 1/3 всей доски, после отела, травмированная дойка и задняя левая постепенно уменьшилась количество молока, теперь почти нет. Рана жила полностью, опухоль уже нет. Помогите советом, если кто-то сталкивался с таким.;Сорвала кожу на передней левой дойке, уменьшаться количество молоко;0;0;0;0;1;0;1;0;0;0;0
232;233;У коровы после аборта недавно стало плотное вымя, чем ей помочь? А молока было 7 литров.;Плотное вымя;0;0;0;0;0;0;1;0;0;0;0
233;234;Теленок поносит, что делать, если поносит?;поносит;1;0;1;1;0;0;0;0;0;0;0
234;235;У теленка одна нога отнялась, чем лечить? Добрый день, у ребенка 2,5 месяца весом около 70 кг отнялась одна задняя нога. Копытец подогнан, не встает на него, нога тащится при ходьбе, при трогании — реакции нет, то есть теленка не больна. Встает сам, кушает хорошо, даже сказал бы — очень хорошо Настроение невесело, как у других. По симптомам из интернета, типа это паралич задней ноги. Подскажите пожалуйста, чем или чем лечить, какие дозировки и где колоть?;Отнялась одна нога, отнялась одна задняя нога, не встает;0;0;0;0;0;0;0;1;0;0;1
235;236;У меня первотелки крс отелились 20 октября 2018 г. 2019 10 февраля самостоятельно не могу встать на заднюю ногу я поднимаюсь с хвоста стоит 2 часа потом опять лежать так уже почти 50 дней почти колили 2 раза (1 ватт с 4-100 мг калций борглюкана) и 1 раза глюкозу 400 мг. Аппетит иногда очень хороший иногда нет. Соно мало есть. Драбленка в день 5-7 кг есть.;Не может встать на задние ноги, лежит;0;0;0;0;0;0;0;1;0;0;1
236;237;"""Сегодня у коровы срок, но не встает на ноги с утра, пытается, но ничего не выходит."" Пьёт, есть, но ползает на """"коленях"""".""";не встаёт на ноги;0;0;0;0;0;0;0;1;0;0;1
237;238;Бычка 3 месяца, примерно месяц назад упала на заднюю ногу и не вставала. У него аппетит в порядке. Кормём кукурузу и сена. Что делать уже не знаем.;Упал на задние ноги и не встает;0;0;0;0;0;0;0;1;0;0;1
238;239;Ребята, прямо крик души, как выращиваете черно-пестрых телят. Четыре раза берем - дохнут, привозят плюшевые, красивые, блестящие, проходит пару дней - и начинается, понос, не жрут, потом не встают, дохнут и ветврача не помогут. Начинаем поить все как надо, чуть чуть потом добавляем 0.5 л. Сейчас из четырех осталось 2 поноса нет, аппетит хороший, но не встают сами, что может быть и чем помочь?;понос, не жрут, не встают и дохнут;1;0;1;1;0;0;0;0;0;0;0
239;240;Что делать если тело кашляет после каждого пойки? Что такое, что дать?;Кашляет, кашляет после каждой пойки;0;0;0;0;0;1;0;0;0;0;1
240;241;"Здравствуйте, проблемы с ногами быка, задние ноги стали ""лапами у человека"", ноги видимо падали, очень аккуратно стоит на них. Прокалывали витамины, не помогают. Похудел, плохой аппетит. Скажите как лечить?";Проблема с задними ногами, ;0;0;0;0;0;0;0;1;0;0;1
241;242;Тороплюсь волнуется, попытаюсь объяснить... В 21:00 корова отелилась сама, без помощи, вроде хорошо, подала почти сразу, потому что вымя большое, сосочки как пуговицы, промучилась чуть-чуть с полчаса... Я вышла посмотреть, не упал ли место, и там перед вымя как будто второй вымя!!!? Она мягкая полукруглая, посоветуйте, что это, что делать? Да ещё в одной соске с кровью.;Сосочки как пуговки, сосочке с кровью;0;0;0;0;1;0;1;0;0;0;0
242;243;Скажите, пожалуйста, у теленка кал с слизью. Теленка неделя и два, вроде все нормально, но я волнуюсь, как он какает, то есть цвет кала не бледный, а оранжевый, и там слизь, вызвала ветеринара, она сказала, что и должно, но не уверена. И сегодня после кормления сосёт корову, левый бок больше правого, может я зря беспокоюсь?;Кал со слизью, цвет кала какой-то бледный, присутствует слизь;0;0;1;0;0;0;0;0;0;0;1
243;244;Скажите, у меня бычка поносится, я даю чай, не помогает!;Бычок поносит;1;0;1;1;0;0;0;0;0;0;0
244;245;Подскажите, чем корову проглистовать. молоко горит.;Молоко горчит;0;0;0;0;1;0;0;0;0;0;0
245;246;Срок отела, скорее всего через две недели.;отёк вымени;0;0;0;0;0;0;1;0;0;0;0
246;247;Что делать если корова поносится? Здравствуйте, подскажите пожалуйста, корова поносит что делать?;Корова поносит;1;0;0;0;0;0;0;0;0;0;1
247;248;У нас корова отелилась, мы посмотрели, а сейчас телёнок не встает на передние копытцы в месте, где они путают, что может быть причиной, как помочь?;Не встаёт на передние копытца;0;0;0;0;0;0;0;1;0;0;1
248;249;Что делать если корова появилась из стада с опухой половиной вымени? Всем добрый день! Подскажите пожалуйста! Корова появилась в стаде с опухолью половины вымени, кровь с молоком идёт с одной доли, в основном кровь преобладает, все болезненно, молоко убрали с этой половины... Вводили гентамицин и новокаин в сосок. Врач уверяет, что ушиб, но чем помогать, что-то молчит, чем корова может помочь и от чего?;Опухшим выменем, с опухшей половиной вымени, с одной доли идёт кровь с молоком;0;0;0;0;1;0;1;0;0;0;0
